Student ID,Student Full Name,Department Name/Code,Joining Year,Graduation Year,Contact Email,Contact Phone Number,Date of Birth,Student Address,Student City,Academic Score %,Attendance %,Got Job Offer in Campus Placement,Job Offered by Company,Starting Campus Offer Value,Notes
3592,Hiran Trivedi,AI & ML Engineering (AIML),2016,2020,hirantrivedi16@gmail.com,3099472240,11-01-1998,"H.No. 03, Sawhney, Shimla 035312",Maheshtala,76.7,90.3,Yes,HCL,1586184,Got job in campus placement
3593,Arnav Ram,AI & ML Engineering (AIML),2019,2023,arnavram35@gmail.com,7275624922,26-10-2001,"198, Rama Ganj, Sonipat-643800",Raipur,83.9,89.9,No,,,No special remarks
3594,Prerak Kadakia,AI & ML Engineering (AIML),2018,2022,prerakkadakia73@gmail.com,9.12642E+11,24-07-2003,"H.No. 885, Datta Circle, Jehanabad 422236",Singrauli,82.4,98.6,Yes,TCS,1657168,Got job in campus placement
3595,Lakshay Shah,AI & ML Engineering (AIML),2016,2020,lakshayshah40@gmail.com,9.1727E+11,14-09-2002,"33/22, Batra Road, Raipur 790884",Hapur,86.3,93.8,Yes,TCS,1651855,Got job in campus placement
3596,Gokul Ravel,AI & ML Engineering (AIML),2018,2022,gokulravel4@gmail.com,2665890004,17-11-1998,"H.No. 09, Jani Street, Gudivada-769369",Gulbarga,82.7,99.4,Yes,HCL,1583822,Got job in campus placement
3597,Dhruv Sethi,AI & ML Engineering (AIML),2017,2021,dhruvsethi77@gmail.com,551992160,14-08-2003,"68/37, Madan Chowk, Meerut 466134",Dibrugarh,86.3,92.5,Yes,Freshworks,1555232,Got job in campus placement
3598,Zeeshan Vaidya,AI & ML Engineering (AIML),2017,2021,zeeshanvaidya74@gmail.com,5876148033,28-09-1998,"84/67, Date Chowk, Bikaner-981579",Bhiwandi,90.4,96.9,No,,,No special remarks
3599,Vritika Soni,AI & ML Engineering (AIML),2017,2021,vritikasoni6@gmail.com,5986000113,20-12-2002,"54/657, Issac Marg, Chittoor 010948",Allahabad,90,90.9,No,,,No special remarks
3600,Indrans Vyas,AI & ML Engineering (AIML),2019,2023,indransvyas43@gmail.com,994371428,28-01-2000,"28/86, Srinivas, Bidar 594532",Pali,85,86.1,No,,,No special remarks
3601,Vaibhav Sen,AI & ML Engineering (AIML),2016,2020,vaibhavsen78@gmail.com,8975593143,26-10-2002,"10, Joshi, Raiganj 656254",Thiruvananthapuram,76.5,94,Yes,TCS,1567768,Got job in campus placement
3602,Kabir Varma,AI & ML Engineering (AIML),2017,2021,kabirvarma25@gmail.com,4006739936,05-02-1998,"56, Sachdeva, Nandyal-637135",Ambarnath,82.8,89,No,,,No special remarks
3603,Hrishita Andra,AI & ML Engineering (AIML),2019,2023,hrishitaandra40@gmail.com,2408248974,09-07-2001,"87/858, Jayaraman Road, Jaipur 037849",Bally,87.1,91.2,No,,,No special remarks
3604,Lavanya Lad,AI & ML Engineering (AIML),2018,2022,lavanyalad88@gmail.com,5699213527,08-07-1998,"H.No. 779, Jayaraman Path, Berhampur-879784",Farrukhabad,81,99.7,Yes,TCS,1571322,Got job in campus placement
3605,Vivaan Shroff,AI & ML Engineering (AIML),2017,2021,vivaanshroff17@gmail.com,9.16903E+11,24-09-1998,"700, Tella Marg, Karnal-780531",Mysore,91.1,98,Yes,Freshworks,1570925,Got job in campus placement
3606,Anaya Dara,AI & ML Engineering (AIML),2019,2023,anayadara70@gmail.com,7375912552,20-06-2003,"44/41, Sarma Chowk, Vadodara-386804",Firozabad,82.8,86.6,No,,,No special remarks
3607,Dishani Wable,AI & ML Engineering (AIML),2017,2021,dishaniwable55@gmail.com,9.12626E+11,15-07-1999,"H.No. 79, Sangha Circle, Malegaon-681476",Buxar,94.5,85.5,Yes,TCS,1547121,Got job in campus placement
3608,Anahita Raj,AI & ML Engineering (AIML),2019,2023,anahitaraj40@gmail.com,9.10041E+11,30-12-1997,"39/156, D’Alia Chowk, Suryapet-944552",Jalgaon,77.4,82.6,Yes,TCS,1667603,Got job in campus placement
3609,Ryan Saini,AI & ML Engineering (AIML),2018,2022,ryansaini23@gmail.com,9.18398E+11,20-07-2003,"40, Sunder Chowk, New Delhi 017093",Maheshtala,90.8,82,No,,,No special remarks
3610,Shaan Ghosh,AI & ML Engineering (AIML),2019,2023,shaanghosh18@gmail.com,9.10926E+11,17-02-2002,"H.No. 252, Mann Circle, Firozabad-344224",Panchkula,91.4,98.8,Yes,Mindtree,1663012,Got job in campus placement
3611,Indranil Bansal,AI & ML Engineering (AIML),2019,2023,indranilbansal89@gmail.com,8240507010,01-03-1999,"350, Loyal Marg, Sri Ganganagar 403225",Morena,83.5,89.4,Yes,TCS,1507319,Got job in campus placement
3612,Sana Chakrabarti,AI & ML Engineering (AIML),2019,2023,sanachakrabarti55@gmail.com,9.14969E+11,24-06-2002,"47/162, Kapoor Marg, Tiruppur-030444",Aurangabad,88.5,95.6,No,,,No special remarks
3613,Aayush Gulati,AI & ML Engineering (AIML),2017,2021,aayushgulati3@gmail.com,1400682792,29-01-2002,"987, Srinivas, Udupi-037530",Etawah,78.6,96.3,No,,,No special remarks
3614,Anaya Vaidya,AI & ML Engineering (AIML),2018,2022,anayavaidya90@gmail.com,5728315006,04-04-1999,"H.No. 03, Yogi Marg, Rajahmundry-307415",Chandigarh,94,89.2,No,,,No special remarks
3615,Ehsaan Grewal,AI & ML Engineering (AIML),2017,2021,ehsaangrewal72@gmail.com,9.17666E+11,06-10-1999,"845, Kata Circle, Panvel-352162",Raichur,89.1,84.8,No,,,No special remarks
3616,Kismat Lad,AI & ML Engineering (AIML),2017,2021,kismatlad18@gmail.com,6894818857,03-08-2002,"H.No. 140, Dar Street, Nanded-174203",Karaikudi,94.7,95.5,Yes,Mindtree,1511980,Got job in campus placement
3617,Seher Keer,AI & ML Engineering (AIML),2016,2020,seherkeer76@gmail.com,3243026526,23-08-1999,"H.No. 775, Badami Road, Kota 533838",Orai,88.8,92.4,Yes,TCS,1556786,Got job in campus placement
3618,Yashvi Saini,AI & ML Engineering (AIML),2019,2023,yashvisaini11@gmail.com,5837407367,19-06-2003,"26, Bail Zila, Nadiad-407325",Farrukhabad,88.3,90.8,No,,,No special remarks
3619,Romil Kamdar,AI & ML Engineering (AIML),2018,2022,romilkamdar30@gmail.com,9.11324E+11,18-01-2000,"H.No. 08, Contractor Street, Gopalpur 417829",Mysore,80.6,81.4,No,,,No special remarks
3620,Ojas Mallick,AI & ML Engineering (AIML),2017,2021,ojasmallick85@gmail.com,9.16882E+11,25-01-2002,"46/98, Gola Chowk, Panipat 991155",Chennai,90.4,81.6,Yes,HCL,1633763,Got job in campus placement
3621,Romil Kapur,AI & ML Engineering (AIML),2017,2021,romilkapur77@gmail.com,9.14333E+11,15-08-2001,"88, Vyas Ganj, Indore 880614",Dharmavaram,83.6,95.1,Yes,Mindtree,1599056,Got job in campus placement
3622,Anvi Garg,AI & ML Engineering (AIML),2019,2023,anvigarg9@gmail.com,589841810,14-04-1999,"H.No. 376, Saha Zila, Amroha 310554",Muzaffarnagar,75.8,99,No,,,No special remarks
3623,Lakshay Khalsa,AI & ML Engineering (AIML),2016,2020,lakshaykhalsa62@gmail.com,3499816681,04-03-2000,"04/012, Kuruvilla Marg, Jabalpur-976006",Tumkur,87.1,90.1,Yes,Freshworks,1627897,Got job in campus placement
3624,Mohanlal Aurora,AI & ML Engineering (AIML),2017,2021,mohanlalaurora18@gmail.com,9.17797E+11,02-04-1999,"H.No. 15, Khanna Zila, Uluberia-663243",Durg,89.8,82.8,No,,,No special remarks
3625,Sara Bains,AI & ML Engineering (AIML),2019,2023,sarabains74@gmail.com,9.10172E+11,05-08-1999,"02/966, Ravi Street, Proddatur 514802",Gopalpur,77.3,88,No,,,No special remarks
3626,Taimur Dewan,AI & ML Engineering (AIML),2017,2021,taimurdewan93@gmail.com,9.11765E+11,20-07-2001,"48/095, Sheth Marg, Jaipur 319812",Pudukkottai,85.9,86.4,No,,,No special remarks
3627,Abram Salvi,AI & ML Engineering (AIML),2018,2022,abramsalvi4@gmail.com,1394484824,23-03-2002,"83/422, Gulati Path, Bellary-868778",Durg,90.5,94.1,Yes,Mindtree,1494869,Got job in campus placement
3628,Onkar Varghese,AI & ML Engineering (AIML),2017,2021,onkarvarghese86@gmail.com,6806460629,07-09-1999,"14/645, Sachar Chowk, Tezpur 433335",Thanjavur,84.3,83.5,No,,,No special remarks
3629,Anahita Karan,AI & ML Engineering (AIML),2016,2020,anahitakaran69@gmail.com,6632989079,14-03-2003,"25/785, Singhal Circle, Alappuzha-413173",Belgaum,90,80.9,Yes,Freshworks,1492688,Got job in campus placement
3630,Damini Kamdar,AI & ML Engineering (AIML),2017,2021,daminikamdar36@gmail.com,9.12939E+11,03-04-2001,"72, Krishna Zila, Rampur 604135",Rajkot,84.2,90.7,No,,,No special remarks
3631,Biju Devi,AI & ML Engineering (AIML),2017,2021,bijudevi9@gmail.com,9.12318E+11,25-11-1999,"54/35, Samra Marg, Ratlam 565089",Agartala,78.8,90.9,Yes,Freshworks,1631768,Got job in campus placement
3632,Renee Deep,AI & ML Engineering (AIML),2016,2020,reneedeep67@gmail.com,3248475033,03-07-2002,"H.No. 36, Atwal Zila, Imphal 659100",Agartala,93.4,91.6,Yes,HCL,1594461,Got job in campus placement
3633,Krish Kaur,AI & ML Engineering (AIML),2016,2020,krishkaur8@gmail.com,9.19827E+11,29-12-1997,"46/058, Chandran Street, Alappuzha 993925",Bhubaneswar,75.1,80.3,No,,,No special remarks
3634,Sahil Vaidya,AI & ML Engineering (AIML),2017,2021,sahilvaidya67@gmail.com,9.17005E+11,17-03-1999,"549, Aurora Path, Secunderabad-522674",Darbhanga,90.5,98.3,No,,,No special remarks
3635,Tarini Dyal,AI & ML Engineering (AIML),2019,2023,tarinidyal1@gmail.com,9.17138E+11,08-08-2002,"H.No. 895, Jain Street, Alwar-690797",Durgapur,92.3,92.9,No,,,No special remarks
3636,Ishaan Rajagopal,AI & ML Engineering (AIML),2019,2023,ishaanrajagopal88@gmail.com,9.12667E+11,24-03-2003,"67, Contractor Street, Hazaribagh-255584",Kolkata,88,98.3,Yes,TCS,1503906,Got job in campus placement
3637,Nirvi Shah,AI & ML Engineering (AIML),2017,2021,nirvishah14@gmail.com,9028141822,03-03-1999,"90/80, Shukla Nagar, Jamshedpur-724927",Katihar,77.9,99.6,No,,,No special remarks
3638,Bhamini Dutt,AI & ML Engineering (AIML),2018,2022,bhaminidutt68@gmail.com,9.1612E+11,12-03-2001,"H.No. 098, Dugal Chowk, Haldia 832588",Ajmer,82.5,88.3,Yes,Freshworks,1570518,Got job in campus placement
3639,Prerak Contractor,AI & ML Engineering (AIML),2019,2023,prerakcontractor13@gmail.com,7780622987,26-08-1998,"54/24, Aggarwal Ganj, Rohtak-238167",Thrissur,82.4,92,No,,,No special remarks
3640,Manjari D’Alia,AI & ML Engineering (AIML),2018,2022,manjarid’alia54@gmail.com,8377263786,19-11-2000,"H.No. 61, Bhakta Chowk, Nagercoil 668455",Gorakhpur,78.9,99.1,No,,,No special remarks
3641,Krish Kari,AI & ML Engineering (AIML),2017,2021,krishkari70@gmail.com,2988955314,09-10-1998,"92/89, Varty Marg, Saharsa 962302",Solapur,83.6,85.5,No,,,No special remarks
3642,Badal Basu,AI & ML Engineering (AIML),2017,2021,badalbasu41@gmail.com,82200050,20-04-1998,"H.No. 491, Viswanathan Zila, Sikar 340881",Shahjahanpur,81.5,89.7,Yes,Mindtree,1491311,Got job in campus placement
3643,Akarsh Jani,AI & ML Engineering (AIML),2018,2022,akarshjani79@gmail.com,9.12474E+11,19-12-2000,"84, Gopal Zila, Bulandshahr-018180",Siliguri,77,95.3,No,,,No special remarks
3644,Dishani Hari,AI & ML Engineering (AIML),2017,2021,dishanihari55@gmail.com,9.14978E+11,28-02-1998,"73, Datta, Adoni-847200",Hajipur,81.4,82.1,Yes,HCL,1562838,Got job in campus placement
3645,Shaan Balan,AI & ML Engineering (AIML),2017,2021,shaanbalan12@gmail.com,3059961658,18-09-2000,"69/56, Gopal Zila, Bettiah 500885",Bhimavaram,86.8,86.9,Yes,Mindtree,1609423,Got job in campus placement
3646,Neysa Guha,AI & ML Engineering (AIML),2017,2021,neysaguha41@gmail.com,6547279379,10-09-1997,"H.No. 865, Rout Ganj, Malegaon 565925",Madurai,81.4,83.4,Yes,Mindtree,1590144,Got job in campus placement
3647,Rania Dhillon,AI & ML Engineering (AIML),2019,2023,raniadhillon79@gmail.com,2191776055,27-11-1998,"030, Chanda Road, Jamshedpur 870844",Chapra,93.1,87.6,No,,,No special remarks
3648,Myra Wagle,AI & ML Engineering (AIML),2017,2021,myrawagle65@gmail.com,5342076490,05-04-1998,"H.No. 149, Virk Circle, Kirari Suleman Nagar-889138",Proddatur,77.7,95.3,No,,,No special remarks
3649,Kimaya Lalla,AI & ML Engineering (AIML),2016,2020,kimayalalla26@gmail.com,3421936109,24-09-2001,"H.No. 97, Ramachandran Circle, Ludhiana-301079",Guwahati,83.2,89.4,Yes,TCS,1545424,Got job in campus placement
3650,Hansh Solanki,AI & ML Engineering (AIML),2016,2020,hanshsolanki40@gmail.com,9.15782E+11,14-12-1997,"17, Sarna Ganj, Ranchi-299327",Siwan,78.5,86.8,Yes,HCL,1579957,Got job in campus placement
3651,Faiyaz Ravi,AI & ML Engineering (AIML),2016,2020,faiyazravi35@gmail.com,1261253073,20-08-2001,"19, Sarraf, Tirunelveli 251932",Udupi,86.4,80.3,No,,,No special remarks
3652,Dhruv Kurian,AI & ML Engineering (AIML),2019,2023,dhruvkurian55@gmail.com,1702852246,11-04-1998,"85, Dar Chowk, Motihari 634540",Deoghar,84,89.7,No,,,No special remarks
3653,Armaan Krishnamurthy,AI & ML Engineering (AIML),2018,2022,armaankrishnamurthy40@gmail.com,9.17347E+11,09-07-2001,"89/06, Singhal, Jehanabad-532663",Madanapalle,80.7,85.9,Yes,Mindtree,1501708,Got job in campus placement
3654,Damini Kota,AI & ML Engineering (AIML),2017,2021,daminikota61@gmail.com,9.17063E+11,18-07-1998,"H.No. 80, Kuruvilla Street, Korba-120757",Bhatpara,78.3,94.9,No,,,No special remarks
3655,Neysa Bhatt,AI & ML Engineering (AIML),2017,2021,neysabhatt44@gmail.com,8626479277,03-10-1999,"H.No. 469, Devi Nagar, Warangal-520227",Uluberia,87.8,82.6,No,,,No special remarks
3656,Shalv Gandhi,AI & ML Engineering (AIML),2019,2023,shalvgandhi13@gmail.com,9961906598,30-03-1999,"952, Bhandari Marg, Dibrugarh 874310",Agra,76.8,88.3,Yes,TCS,1500728,Got job in campus placement
3657,Kartik Tata,AI & ML Engineering (AIML),2016,2020,kartiktata69@gmail.com,3555678027,21-04-2002,"H.No. 331, Mammen Road, Vijayawada 116910",Vellore,87.8,88.2,No,,,No special remarks
3658,Rania Dash,AI & ML Engineering (AIML),2017,2021,raniadash68@gmail.com,9.11568E+11,06-08-2002,"513, Dutta Street, Pallavaram 162258",Saharanpur,77.7,82.3,No,,,No special remarks
3659,Rania Baria,AI & ML Engineering (AIML),2017,2021,raniabaria56@gmail.com,3780560689,27-12-2002,"96/647, Tiwari Street, Nagaon-974616",Mehsana,86.7,92.3,No,,,No special remarks
3660,Shray Ghose,AI & ML Engineering (AIML),2017,2021,shrayghose9@gmail.com,6653138484,22-05-2003,"H.No. 368, Kala Street, Tumkur-074431",Tadipatri,76.9,86.9,No,,,No special remarks
3661,Kiara Baral,AI & ML Engineering (AIML),2016,2020,kiarabaral14@gmail.com,3125923440,08-10-2001,"H.No. 562, Khatri Chowk, Ulhasnagar-144709",Ozhukarai,75.5,97.2,No,,,No special remarks
3662,Jiya Krishnan,AI & ML Engineering (AIML),2018,2022,jiyakrishnan4@gmail.com,2931154455,07-04-2002,"853, Ramesh Zila, Jaunpur 896783",Tirunelveli,78.6,88,Yes,HCL,1653740,Got job in campus placement
3663,Ojas Thakkar,AI & ML Engineering (AIML),2018,2022,ojasthakkar19@gmail.com,2512501059,11-01-2002,"H.No. 09, Korpal Circle, Vasai-Virar 581830",Raebareli,77.1,82.3,Yes,Freshworks,1576296,Got job in campus placement
3664,Priyansh Mallick,AI & ML Engineering (AIML),2019,2023,priyanshmallick73@gmail.com,9.15985E+11,13-11-2001,"61/864, Varty Circle, Bhatpara 500993",Khandwa,84.8,94.6,Yes,HCL,1666913,Got job in campus placement
3665,Himmat Soni,AI & ML Engineering (AIML),2016,2020,himmatsoni96@gmail.com,6965870824,12-11-2001,"H.No. 913, Sridhar Chowk, Noida 224860",Rewa,86.1,91.6,Yes,Mindtree,1510595,Got job in campus placement
3666,Rohan Ganguly,AI & ML Engineering (AIML),2018,2022,rohanganguly5@gmail.com,2220753800,27-09-2002,"416, Salvi Path, Bhatpara-771366",Hubli–Dharwad,87.6,98.4,No,,,No special remarks
3667,Miraya Dhar,AI & ML Engineering (AIML),2018,2022,mirayadhar4@gmail.com,2720119418,03-01-1998,"H.No. 88, Balay Path, Bilaspur 870214",Ujjain,89.3,85.9,No,,,No special remarks
3668,Pihu Dhaliwal,AI & ML Engineering (AIML),2019,2023,pihudhaliwal94@gmail.com,9.15388E+11,21-03-2002,"413, Sarraf Street, Navi Mumbai-750032",Hubli–Dharwad,75.7,94.3,No,,,No special remarks
3669,Pari Babu,AI & ML Engineering (AIML),2017,2021,paribabu37@gmail.com,9.18555E+11,29-01-2000,"H.No. 514, Dhaliwal Zila, Bahraich-917436",Sasaram,83.2,97.4,Yes,HCL,1675977,Got job in campus placement
3670,Shanaya Bhasin,AI & ML Engineering (AIML),2017,2021,shanayabhasin75@gmail.com,9830740908,26-02-2003,"230, Bhatia Ganj, Karaikudi 154484",Ratlam,92.8,88.9,No,,,No special remarks
3671,Raghav Kuruvilla,AI & ML Engineering (AIML),2019,2023,raghavkuruvilla39@gmail.com,1070127972,01-05-1998,"H.No. 77, Saraf Nagar, Kavali 285404",Vijayawada,89.9,89.9,No,,,No special remarks
3672,Yuvraj  Dash,AI & ML Engineering (AIML),2018,2022,yuvrajdash16@gmail.com,4428828213,30-10-2002,"27/36, Kalla Marg, Kanpur 726042",Solapur,92.3,96.3,No,,,No special remarks
3673,Eshani Desai,AI & ML Engineering (AIML),2019,2023,eshanidesai72@gmail.com,9.19602E+11,14-12-2002,"76/154, Sanghvi Nagar, Ambattur-131778",Burhanpur,77.5,81.5,Yes,HCL,1535835,Got job in campus placement
3674,Hazel Srivastava,AI & ML Engineering (AIML),2019,2023,hazelsrivastava13@gmail.com,9.14268E+11,20-06-1998,"H.No. 90, Arya Zila, Baranagar-077151",Coimbatore,76.6,93.4,Yes,HCL,1597124,Got job in campus placement
3675,Samiha Malhotra,AI & ML Engineering (AIML),2018,2022,samihamalhotra49@gmail.com,9.11882E+11,18-06-1998,"64/30, Karan Nagar, Mango-334377",Asansol,92.1,85.9,No,,,No special remarks
3676,Raunak Lalla,AI & ML Engineering (AIML),2016,2020,raunaklalla23@gmail.com,9.1419E+11,27-07-1999,"00, Varghese Road, Patna 752998",Kolkata,88,81.9,Yes,Mindtree,1682896,Got job in campus placement
3677,Khushi Vyas,AI & ML Engineering (AIML),2016,2020,khushivyas81@gmail.com,9.14285E+11,04-03-2002,"59/21, Rajan Ganj, Gurgaon 190420",Shivpuri,94,84.9,No,,,No special remarks
3678,Zain Kibe,AI & ML Engineering (AIML),2017,2021,zainkibe89@gmail.com,9.10204E+11,11-08-1998,"H.No. 16, Char Street, Indore 986907",Tenali,84.9,83.4,No,,,No special remarks
3679,Nirvaan Varghese,AI & ML Engineering (AIML),2016,2020,nirvaanvarghese42@gmail.com,9.17879E+11,11-03-1998,"634, Atwal Path, Haldia 279008",Ballia,94.6,89.7,No,,,No special remarks
3680,Chirag Master,AI & ML Engineering (AIML),2018,2022,chiragmaster82@gmail.com,8687502486,08-06-2000,"015, Mann Path, Nizamabad-535688",Sikar,94.5,82.9,Yes,TCS,1606422,Got job in campus placement
3681,Prisha Kapur,AI & ML Engineering (AIML),2019,2023,prishakapur56@gmail.com,5336980669,18-10-1998,"110, Sarin, Gudivada 131058",Surendranagar Dudhrej,75.4,81.1,Yes,Freshworks,1551196,Got job in campus placement
3682,Zara Sahota,AI & ML Engineering (AIML),2016,2020,zarasahota75@gmail.com,9.15918E+11,10-07-2002,"28/43, Bains Circle, Hapur 847784",Agra,88.2,80.8,Yes,Mindtree,1525111,Got job in campus placement
3683,Aayush Bahl,AI & ML Engineering (AIML),2017,2021,aayushbahl63@gmail.com,5835504433,23-02-2000,"138, Mander Circle, Latur-572777",Jamalpur,81.1,86.5,No,,,No special remarks
3684,Saira Gour,AI & ML Engineering (AIML),2016,2020,sairagour16@gmail.com,9046019612,06-06-2002,"81/844, Shetty Nagar, Narasaraopet 331189",Raichur,92.7,80.3,No,,,No special remarks
3685,Aarush Lall,AI & ML Engineering (AIML),2017,2021,aarushlall100@gmail.com,4802560533,13-05-2002,"H.No. 94, Chhabra Road, Alappuzha 591827",Srinagar,90.6,99.5,No,,,No special remarks
3686,Keya Wali,AI & ML Engineering (AIML),2016,2020,keyawali56@gmail.com,9.10221E+11,15-11-1999,"99/884, Mahajan Path, Tirunelveli 652945",Panchkula,86.2,95.7,No,,,No special remarks
3687,Tara Ramaswamy,AI & ML Engineering (AIML),2018,2022,tararamaswamy53@gmail.com,9.16511E+11,27-04-1999,"H.No. 284, Rajagopal Circle, Kulti-270669",Hyderabad,90.4,84.4,No,,,No special remarks
3688,Madhav Batra,AI & ML Engineering (AIML),2018,2022,madhavbatra35@gmail.com,9.19851E+11,23-10-2001,"10, Sood Zila, Ahmednagar 818559",Mango,75.3,80.1,No,,,No special remarks
3689,Indrajit Sant,AI & ML Engineering (AIML),2017,2021,indrajitsant63@gmail.com,9.19157E+11,28-02-1999,"03, Tandon Marg, Jodhpur-801837",Agra,80.3,83.6,Yes,HCL,1668969,Got job in campus placement
3690,Saksham Soni,AI & ML Engineering (AIML),2018,2022,sakshamsoni81@gmail.com,2150442697,07-12-2001,"15/32, Balasubramanian Street, Jaipur-466910",Tezpur,86.6,92.8,Yes,Mindtree,1538584,Got job in campus placement
3691,Jivika Viswanathan,AI & ML Engineering (AIML),2016,2020,jivikaviswanathan85@gmail.com,9.17579E+11,02-03-1999,"70/56, Sahota Ganj, Bharatpur 322787",Ballia,93.2,80.8,No,,,No special remarks
3692,Anaya Loke,AI & ML Engineering (AIML),2017,2021,anayaloke54@gmail.com,3425585243,27-11-1997,"H.No. 252, Kanda Street, Rajahmundry 188551",Bhusawal,82.4,99.4,No,,,No special remarks
3693,Diya Bhakta,AI & ML Engineering (AIML),2017,2021,diyabhakta40@gmail.com,9.15543E+11,09-11-1998,"H.No. 75, Tank Road, Ichalkaranji-663946",Mirzapur,75.7,100,Yes,Mindtree,1685551,Got job in campus placement
3694,Aayush Baral,AI & ML Engineering (AIML),2019,2023,aayushbaral29@gmail.com,9.12642E+11,14-01-2000,"984, Jayaraman Road, Malda-525582",Pallavaram,88,82.2,No,,,No special remarks
3695,Yashvi Karnik,AI & ML Engineering (AIML),2019,2023,yashvikarnik99@gmail.com,8521676936,04-08-2000,"11, Badal Circle, Avadi 286902",Parbhani,85.8,93.3,Yes,Freshworks,1673331,Got job in campus placement
3696,Jayan Bhatnagar,AI & ML Engineering (AIML),2018,2022,jayanbhatnagar99@gmail.com,9228068069,04-05-2001,"H.No. 750, Sagar Zila, Gwalior-838213",Bhiwani,94,87,No,,,No special remarks
3697,Vanya Krishnan,AI & ML Engineering (AIML),2018,2022,vanyakrishnan2@gmail.com,9.16199E+11,03-04-2001,"182, Sankaran Marg, Hindupur-371285",Jammu,87.9,85.6,No,,,No special remarks
3698,Anaya Kannan,AI & ML Engineering (AIML),2017,2021,anayakannan21@gmail.com,9.17163E+11,26-04-1999,"62/52, Chaudhari Ganj, Kollam-161290",Bhilai,89.6,80.1,No,,,No special remarks
3699,Aarna Dalal,AI & ML Engineering (AIML),2018,2022,aarnadalal19@gmail.com,460380153,18-02-2000,"H.No. 98, Dash Circle, Kavali 131147",Nagpur,77.4,85.8,Yes,Freshworks,1643377,Got job in campus placement
3700,Biju Barman,AI & ML Engineering (AIML),2016,2020,bijubarman10@gmail.com,9.16528E+11,11-11-2001,"930, Rege, Gwalior 775887",Udupi,80.7,89,Yes,TCS,1598921,Got job in campus placement
3701,Biju Vyas,AI & ML Engineering (AIML),2019,2023,bijuvyas40@gmail.com,9.10919E+11,17-04-2000,"302, Dixit Nagar, Bhind-190157",Bijapur,84.2,90.4,Yes,HCL,1510759,Got job in campus placement
3702,Kashvi Deshpande,AI & ML Engineering (AIML),2019,2023,kashvideshpande17@gmail.com,9.10528E+11,25-10-2000,"H.No. 62, Gara Circle, Madhyamgram 981953",Sasaram,80.5,98.7,Yes,Mindtree,1588330,Got job in campus placement
3703,Jayant Chowdhury,AI & ML Engineering (AIML),2017,2021,jayantchowdhury56@gmail.com,9.13814E+11,24-01-2001,"H.No. 30, Babu Path, Bhind 179985",Madanapalle,77.2,94.3,No,,,No special remarks
3704,Priyansh Raman,AI & ML Engineering (AIML),2016,2020,priyanshraman51@gmail.com,4395690876,17-02-2001,"69/49, Thaker Road, Bongaigaon-520191",Mumbai,75.9,82.7,Yes,HCL,1577780,Got job in campus placement
3705,Kavya Deo,AI & ML Engineering (AIML),2018,2022,kavyadeo93@gmail.com,4871223657,25-07-2003,"H.No. 49, Anand Ganj, Warangal 527121",Mira-Bhayandar,76.7,89,No,,,No special remarks
3706,Arnav Arya,AI & ML Engineering (AIML),2019,2023,arnavarya79@gmail.com,604217967,01-10-2002,"26/873, Bhatti Circle, Dibrugarh-829159",Gandhinagar,80.2,92,No,,,No special remarks
3707,Bhavin Mangal,AI & ML Engineering (AIML),2016,2020,bhavinmangal31@gmail.com,9.1821E+11,05-10-2000,"H.No. 925, Gade Circle, Howrah 676274",Malda,79.4,98.2,No,,,No special remarks
3708,Manjari Deep,AI & ML Engineering (AIML),2019,2023,manjarideep7@gmail.com,6887394644,14-03-1998,"H.No. 52, Guha Circle, Raurkela Industrial Township 328360",Jaipur,75.4,90.7,No,,,No special remarks
3709,Mamooty Sharma,AI & ML Engineering (AIML),2019,2023,mamootysharma3@gmail.com,6160529885,09-11-1999,"H.No. 90, Mall Circle, Bhalswa Jahangir Pur 967284",Vasai-Virar,85.5,93.2,Yes,Mindtree,1527791,Got job in campus placement
3710,Ayesha Srivastava,AI & ML Engineering (AIML),2017,2021,ayeshasrivastava65@gmail.com,8049504771,26-05-2001,"80, Kamdar Nagar, Mau 647726",Vadodara,88.9,87.6,Yes,Mindtree,1658925,Got job in campus placement
3711,Seher Seshadri,AI & ML Engineering (AIML),2016,2020,seherseshadri63@gmail.com,8981116829,15-12-1999,"86/872, Lal Nagar, Bulandshahr-171265",Raurkela Industrial Township,90.2,95.4,Yes,Mindtree,1569078,Got job in campus placement
3712,Jivika Sharaf,AI & ML Engineering (AIML),2019,2023,jivikasharaf74@gmail.com,1552132886,14-06-2001,"71/095, Grover Street, Tinsukia-215922",Phagwara,81.8,90.4,Yes,Mindtree,1500454,Got job in campus placement
3713,Riaan Dasgupta,AI & ML Engineering (AIML),2019,2023,riaandasgupta97@gmail.com,9321436708,06-03-2001,"H.No. 92, Lad Circle, Munger-752242",Salem,86.1,81.8,No,,,No special remarks
3714,Vidur Sama,AI & ML Engineering (AIML),2017,2021,vidursama87@gmail.com,7270194373,02-07-1998,"06, Shukla Marg, Eluru-934808",Sambhal,90.3,88.7,Yes,Mindtree,1652366,Got job in campus placement
3715,Gokul Bedi,AI & ML Engineering (AIML),2018,2022,gokulbedi99@gmail.com,9.14767E+11,16-04-1998,"39/90, Gala Ganj, Srikakulam-021004",Ahmedabad,83.9,82.3,Yes,TCS,1619596,Got job in campus placement
